
time,npos,epos,alt,phi,theta,psi,vel,alpha,beta,p,q,r,nx,ny,nz,mach,qbar,ps,thrust,ele,ail,rud

 0.00000, 0.00000, 0.00000,10000.00000, 0.00000,11.82037, 0.00000,300.00000,11.82037, 0.00000, 0.00000, 0.00000, 0.00000,3010.94911,-3.97102,-0.04745,-0.16714,17.26997, 1.00000,3010.94911,-3.97102,-0.04745,-0.16714,
 0.10000, 0.00000, 0.00000,10000.00000, 0.00000,11.82037, 0.00000,300.00000,11.82037, 0.00000, 0.00000, 0.00000, 0.00000,3010.94911,-3.97102,-0.04745,-0.16714,17.26997, 1.00000,3010.94911,-3.97102,-0.04745,-0.16714,
 0.20000, 0.00000, 0.00000,10000.00000, 0.00000,11.82037, 0.00000,300.00000,11.82037, 0.00000, 0.00000, 0.00000, 0.00000,3010.94911,-3.97102,-0.04745,-0.16714,17.26997, 1.00000,3010.94911,-3.97102,-0.04745,-0.16714,
 0.30000, 0.00000, 0.00000,10000.00000, 0.00000,11.82037, 0.00000,300.00000,11.82037, 0.00000, 0.00000, 0.00000, 0.00000,3010.94911,-3.97102,-0.04745,-0.16714,17.26997, 1.00000,3010.94911,-3.97102,-0.04745,-0.16714,
 0.40000, 0.00000, 0.00000,10000.00000, 0.00000,11.82037, 0.00000,300.00000,11.82037, 0.00000, 0.00000, 0.00000, 0.00000,3010.94911,-3.97102,-0.04745,-0.16714,17.26997, 1.00000,3010.94911,-3.97102,-0.04745,-0.16714,
 0.50000, 0.00000, 0.00000,10000.00000, 0.00000,11.82037, 0.00000,300.00000,11.82037, 0.00000, 0.00000, 0.00000, 0.00000,3010.94911,-3.97102,-0.04745,-0.16714,17.26997, 1.00000,3010.94911,-3.97102,-0.04745,-0.16714,
 0.60000, 0.00000, 0.00000,10000.00000, 0.00000,11.82037, 0.00000,300.00000,11.82037, 0.00000, 0.00000, 0.00000, 0.00000,3010.94911,-3.97102,-0.04745,-0.16714,17.26997, 1.00000,3010.94911,-3.97102,-0.04745,-0.16714,
 0.70000, 0.00000, 0.00000,10000.00000, 0.00000,11.82037, 0.00000,300.00000,11.82037, 0.00000, 0.00000, 0.00000, 0.00000,3010.94911,-3.97102,-0.04745,-0.16714,17.26997, 1.00000,3010.94911,-3.97102,-0.04745,-0.16714,
 0.80000, 0.00000, 0.00000,10000.00000, 0.00000,11.82037, 0.00000,300.00000,11.82037, 0.00000, 0.00000, 0.00000, 0.00000,3010.94911,-3.97102,-0.04745,-0.16714,17.26997, 1.00000,3010.94911,-3.97102,-0.04745,-0.16714,
 0.90000, 0.00000, 0.00000,10000.00000, 0.00000,11.82037, 0.00000,300.00000,11.82037, 0.00000, 0.00000, 0.00000, 0.00000,3010.94911,-3.97102,-0.04745,-0.16714,17.26997, 1.00000,3010.94911,-3.97102,-0.04745,-0.16714,
